,Month,Donation
1213,2024-02-01,0
1214,2024-02-01,0
1215,2024-02-01,0
1216,2024-02-01,0
1217,2024-02-01,0
1218,2024-02-01,0
1219,2024-02-01,0
1220,2024-02-01,0
1221,2024-02-01,0
1222,2024-02-01,0
1223,2024-02-01,0
1224,2024-02-01,0
1225,2024-02-01,0
1226,2024-02-01,0
1227,2024-02-01,0
1228,2024-02-01,0
1229,2024-02-01,0
1230,2024-02-01,0
1231,2024-02-01,0
1232,2024-02-01,0
1233,2024-02-01,0
1234,2024-02-01,0
1235,2024-02-01,0
1236,2024-02-01,0
1237,2024-02-01,0
1238,2024-02-01,0
1239,2024-02-01,0
1240,2024-02-01,0
1241,2024-02-01,0
1242,2024-02-01,0
1243,2024-02-01,0
1244,2024-02-01,0
1245,2024-02-01,0
1246,2024-02-01,0
1247,2024-02-01,0
1248,2024-02-01,0
1249,2024-02-01,0
1250,2024-02-01,0
1251,2024-02-01,0
1252,2024-02-01,0
1253,2024-02-01,0
1254,2024-02-01,0
1255,2024-02-01,0
1256,2024-02-01,0
1257,2024-02-01,0
1258,2024-02-01,0
1259,2024-02-01,0
1260,2024-02-01,0
1261,2024-02-01,0
1262,2024-02-01,0
1263,2024-02-01,0
1264,2024-02-01,0
1265,2024-02-01,0
1266,2024-02-01,0
1267,2024-02-01,0
1268,2024-02-01,0
1269,2024-02-01,0
1270,2024-02-01,0
1271,2024-02-01,0
1272,2024-02-01,0
1273,2024-02-01,0
1274,2024-03-01,600
1275,2024-03-01,750
1276,2024-03-01,2000
1277,2024-03-01,110450
1278,2024-03-01,5000
1279,2024-03-01,0
1280,2024-03-01,81375.55
1281,2024-03-01,100
1282,2024-03-01,0
1283,2024-03-01,0
1284,2024-03-01,380
1285,2024-03-01,81900
1286,2024-03-01,84080
1287,2024-03-01,34160
1288,2024-03-01,32241
1289,2024-03-01,6440
1290,2024-03-01,8000
1291,2024-03-01,7575
1292,2024-03-01,44150
1293,2024-03-01,350
1294,2024-03-01,4000
1295,2024-03-01,0
1296,2024-03-01,0
1297,2024-03-01,0
1298,2024-03-01,0
1299,2024-03-01,0
1300,2024-03-01,5000
1301,2024-03-01,9100
1302,2024-03-01,7500
1303,2024-03-01,10100
1304,2024-03-01,5000
1305,2024-03-01,4080
1306,2024-03-01,5100
1307,2024-03-01,4760
1308,2024-03-01,5600
1309,2024-03-01,3790
1310,2024-03-01,0
1311,2024-03-01,0
1312,2024-03-01,100
1313,2024-03-01,3529
1314,2024-03-01,5200
1315,2024-03-01,25882
1316,2024-03-01,500
1317,2024-03-01,5705
1318,2024-03-01,5000
1319,2024-03-01,0
1320,2024-03-01,30160
1321,2024-03-01,1290
1322,2024-03-01,200
1323,2024-03-01,1055
1324,2024-03-01,3100
1325,2024-03-01,0
1326,2024-03-01,0
1327,2024-03-01,0
1328,2024-03-01,0
1329,2024-03-01,21700
1330,2024-03-01,6300
1331,2024-03-01,1890
1332,2024-03-01,36814
1333,2024-03-01,31394
1334,2024-03-01,5347
1335,2024-03-01,0
1336,2024-03-01,0
1337,2024-03-01,3700
1338,2024-03-01,40037
1339,2024-03-01,73910
1340,2024-03-01,1780
1341,2024-03-01,0
1342,2024-03-01,200
1343,2024-03-01,0
1344,2024-03-01,0
1345,2024-03-01,1603
1346,2024-03-01,50
1347,2024-03-01,100
1348,2024-03-01,590
1349,2024-03-01,800
1350,2024-03-01,800
1351,2024-03-01,0
1352,2024-03-01,5000
1353,2024-03-01,5600
1354,2024-03-01,0
1355,2024-03-01,15000
1356,2024-03-01,0
1357,2024-03-01,0
1358,2024-03-01,0
1359,2024-03-01,0
1360,2024-03-01,0
1361,2024-03-01,0
1362,2024-03-01,0
1363,2024-03-01,0
1364,2024-03-01,0
1365,2024-03-01,23270
1366,2024-03-01,1000
1367,2024-03-01,5894
1368,2024-03-01,38854
1369,2024-03-01,7600
1370,2024-03-01,79618
1371,2024-03-01,134820
1372,2024-03-01,3500
1373,2024-03-01,16883
1374,2024-03-01,6494
1375,2024-03-01,21900
1376,2024-03-01,256580
1377,2024-03-01,89009
1378,2024-03-01,5355
1379,2024-03-01,16066
1380,2024-03-01,0
1381,2024-03-01,5500
1382,2024-03-01,0
1383,2024-03-01,7355
1384,2024-03-01,110
1385,2024-03-01,0
1386,2024-03-01,0
1387,2024-03-01,2000
1388,2024-03-01,0
1389,2024-03-01,0
1390,2024-03-01,0
1391,2024-03-01,0
1392,2024-03-01,0
1393,2024-03-01,0
1394,2024-03-01,500
1395,2024-03-01,16000
1396,2024-03-01,47500
1397,2024-03-01,0
1398,2024-03-01,0
1399,2024-03-01,0
1400,2024-03-01,4986
1401,2024-03-01,0
1402,2024-03-01,18620
1403,2024-03-01,3875
1404,2024-03-01,0
1405,2024-03-01,900
1406,2024-03-01,1200
1407,2024-03-01,0
1408,2024-03-01,0
1409,2024-03-01,258300
1410,2024-03-01,0
1411,2024-03-01,1300
1412,2024-03-01,58540
1413,2024-03-01,3350
1414,2024-03-01,0
1415,2024-03-01,1030
1416,2024-03-01,0
1417,2024-03-01,0
1418,2024-03-01,0
1419,2024-03-01,0
1420,2024-03-01,0
1421,2024-03-01,0
1422,2024-03-01,0
1423,2024-03-01,0
1424,2024-03-01,0
1425,2024-03-01,0
1426,2024-03-01,0
1427,2024-03-01,1155
1428,2024-03-01,750
1429,2024-03-01,2500
1430,2024-03-01,790
1431,2024-03-01,2200
1432,2024-03-01,0
1433,2024-03-01,2050
1434,2024-03-01,999
1435,2024-03-01,186541
1436,2024-03-01,2000
1437,2024-03-01,14700
1438,2024-03-01,0
1439,2024-03-01,0
1440,2024-03-01,1000
1441,2024-03-01,2400
1442,2024-03-01,0
1443,2024-03-01,12512
1444,2024-03-01,14500
1445,2024-03-01,3421
1446,2024-03-01,0
1447,2024-03-01,7230
1448,2024-03-01,53000
1449,2024-03-01,0
1450,2024-03-01,1000
1451,2024-03-01,1500
1452,2024-03-01,0
1453,2024-03-01,0
1454,2024-03-01,0
1455,2024-03-01,0
1456,2024-03-01,0
1457,2024-03-01,0
1458,2024-03-01,0
1459,2024-03-01,0
1460,2024-03-01,0
1461,2024-03-01,0
1462,2024-03-01,1200
1463,2024-03-01,43671
1464,2024-03-01,2000
1465,2024-03-01,1000
1466,2024-03-01,16200
1467,2024-03-01,7140
1468,2024-03-01,17817
1469,2024-03-01,0
1470,2024-03-01,2600
1471,2024-03-01,1003
1472,2024-03-01,13910
1473,2024-03-01,30507
1474,2024-03-01,64
1475,2024-03-01,11550
1476,2024-03-01,3000
1477,2024-03-01,0
1478,2024-03-01,13514
1479,2024-03-01,6600
1480,2024-03-01,50
1481,2024-03-01,73314
1482,2024-03-01,1600
1483,2024-03-01,26278
1484,2024-03-01,80
1485,2024-03-01,6770
1486,2024-03-01,0
1487,2024-03-01,5150
1488,2024-03-01,0
1489,2024-03-01,0
1490,2024-03-01,0
1491,2024-03-01,7520
1492,2024-03-01,12061
1493,2024-03-01,16650
1494,2024-03-01,100
1495,2024-03-01,1200
1496,2024-03-01,0
1497,2024-03-01,4000
1498,2024-03-01,2000
1499,2024-03-01,20000
1500,2024-03-01,31870
1501,2024-03-01,1950
1502,2024-03-01,15200
1503,2024-03-01,6612
1504,2024-03-01,500
1505,2024-03-01,0
1506,2024-03-01,4045
1507,2024-03-01,21436
1508,2024-03-01,0
1509,2024-03-01,10225
1510,2024-03-01,2100
1511,2024-03-01,28550
1512,2024-03-01,0
1513,2024-03-01,0
1514,2024-03-01,400
1515,2024-03-01,0
1516,2024-03-01,0
1517,2024-03-01,0
1518,2024-03-01,0
1519,2024-03-01,0
1520,2024-03-01,0
1521,2024-03-01,0
1522,2024-03-01,20050
1523,2024-03-01,49446
1524,2024-03-01,0
1525,2024-03-01,2797
1526,2024-03-01,4700
1527,2024-03-01,29950
1528,2024-03-01,1600
1529,2024-03-01,10400
1530,2024-03-01,5000
1531,2024-03-01,1000
1532,2024-03-01,150
1533,2024-03-01,1700
1534,2024-03-01,10076
1535,2024-03-01,2000
1536,2024-03-01,500
1537,2024-03-01,12130
1538,2024-03-01,0
1539,2024-03-01,64437
1540,2024-03-01,198147
1541,2024-03-01,1600
1542,2024-03-01,15260
1543,2024-03-01,0
1544,2024-03-01,8100
1545,2024-03-01,0
1546,2024-03-01,0
1547,2024-03-01,0
1548,2024-03-01,0
1549,2024-03-01,0
1550,2024-03-01,0
1551,2024-03-01,0
1552,2024-03-01,0
1553,2024-03-01,9500
1554,2024-03-01,9600
1555,2024-03-01,0
1556,2024-03-01,1700
1557,2024-03-01,0
1558,2024-03-01,13500
1559,2024-03-01,4100
1560,2024-03-01,0
1561,2024-03-01,4000
1562,2024-03-01,2800
1563,2024-03-01,4000
1564,2024-03-01,15900
1565,2024-03-01,10200
1566,2024-03-01,0
1567,2024-03-01,0
1568,2024-03-01,6900
1569,2024-03-01,300
1570,2024-03-01,8000
1571,2024-03-01,800
1572,2024-03-01,4640
1573,2024-03-01,4974
1574,2024-03-01,1000
1575,2024-03-01,1200
1576,2024-03-01,0
1577,2024-03-01,0
1578,2024-03-01,0
1579,2024-03-01,0
1580,2024-03-01,0
1581,2024-03-01,0
1582,2024-03-01,0
1583,2024-03-01,0
1584,2024-03-01,0
1585,2024-03-01,0
1586,2024-03-01,0
1587,2024-03-01,0
1588,2024-03-01,0
1589,2024-03-01,0
1590,2024-03-01,0
1591,2024-03-01,0
1592,2024-03-01,0
1593,2024-03-01,0
1594,2024-03-01,0
1595,2024-03-01,0
1596,2024-03-01,0
1597,2024-03-01,0
1598,2024-03-01,0
1599,2024-03-01,0
1600,2024-03-01,0
1601,2024-03-01,0
1602,2024-03-01,0
1603,2024-03-01,0
1604,2024-03-01,0
1605,2024-03-01,0
1606,2024-03-01,0
1607,2024-03-01,0
1608,2024-03-01,0
1609,2024-03-01,0
1610,2024-03-01,0
1611,2024-03-01,223320
1612,2024-03-01,8000
1613,2024-03-01,0
1614,2024-03-01,0
1615,2024-03-01,49651
1616,2024-03-01,0
1617,2024-03-01,6515
1618,2024-03-01,25920
1619,2024-03-01,43342
1620,2024-03-01,3300
1621,2024-03-01,6700
1622,2024-03-01,4370
1623,2024-03-01,124159
1624,2024-03-01,700
1625,2024-03-01,0
1626,2024-03-01,0
1627,2024-03-01,0
1628,2024-03-01,0
1629,2024-03-01,7500
1630,2024-03-01,4140
1631,2024-03-01,33179
1632,2024-03-01,0
1633,2024-03-01,0
1634,2024-03-01,0
1635,2024-03-01,0
1636,2024-03-01,0
1637,2024-03-01,0
1638,2024-03-01,0
1639,2024-03-01,0
1640,2024-03-01,0
1641,2024-03-01,0
1642,2024-03-01,0
1643,2024-03-01,0
1644,2024-03-01,0
1645,2024-03-01,0
1646,2024-03-01,19925
1647,2024-03-01,0
1648,2024-03-01,56690
1649,2024-03-01,200
1650,2024-03-01,3500
1651,2024-03-01,3902
1652,2024-03-01,0
1653,2024-03-01,580
1654,2024-03-01,100
1655,2024-03-01,11000
1656,2024-03-01,5650
1657,2024-03-01,1440
1658,2024-03-01,25880
1659,2024-03-01,650140
1660,2024-03-01,1700
1661,2024-03-01,3000
1662,2024-03-01,18586
1663,2024-03-01,865
1664,2024-03-01,2090
1665,2024-03-01,0
1666,2024-03-01,1900
1667,2024-03-01,600
1668,2024-03-01,0
1669,2024-03-01,0
1670,2024-03-01,0
1671,2024-03-01,0
1672,2024-03-01,0
1673,2024-03-01,0
1674,2024-03-01,0
1675,2024-03-01,0
1676,2024-03-01,0
1677,2024-03-01,0
1678,2024-03-01,0
1679,2024-03-01,0
1680,2024-03-01,3500
1681,2024-03-01,20400
1682,2024-03-01,0
1683,2024-03-01,22225
1684,2024-03-01,3800
1685,2024-03-01,9900
1686,2024-03-01,0
1687,2024-03-01,0
1688,2024-03-01,54845
1689,2024-03-01,3880
1690,2024-03-01,18800
1691,2024-03-01,6800
1692,2024-03-01,0
1693,2024-03-01,1766
1694,2024-03-01,3456
1695,2024-03-01,0
1696,2024-03-01,1300
1697,2024-03-01,12000
1698,2024-03-01,26800
1699,2024-03-01,67832
1700,2024-03-01,5181
1701,2024-03-01,1000
1702,2024-03-01,17334
1703,2024-03-01,0
1704,2024-03-01,0
1705,2024-03-01,0
1706,2024-03-01,0
1707,2024-03-01,0
1708,2024-03-01,0
1709,2024-03-01,0
1710,2024-03-01,0
1711,2024-03-01,0
1712,2024-03-01,0
1713,2024-03-01,3176
1714,2024-03-01,5960
1715,2024-03-01,6500
1716,2024-03-01,2500
1717,2024-03-01,44108
1718,2024-03-01,12300
1719,2024-03-01,8480
1720,2024-03-01,0
1721,2024-03-01,2649
1722,2024-03-01,3700
1723,2024-03-01,9110
1724,2024-03-01,200
1725,2024-03-01,25002
1726,2024-03-01,1973
1727,2024-03-01,2901
1728,2024-03-01,3000
1729,2024-03-01,1000
1730,2024-03-01,500
1731,2024-03-01,0
1732,2024-03-01,100
1733,2024-03-01,0
1734,2024-03-01,150
1735,2024-03-01,0
1736,2024-03-01,0
1737,2024-03-01,0
1738,2024-03-01,0
1739,2024-03-01,0
1740,2024-03-01,0
1741,2024-03-01,0
1742,2024-03-01,0
1743,2024-03-01,0
1744,2024-03-01,0
1745,2024-03-01,0
1746,2024-03-01,0
1747,2024-03-01,8690
1748,2024-03-01,64500
1749,2024-03-01,494
1750,2024-03-01,1500
1751,2024-03-01,25100
1752,2024-03-01,300
1753,2024-03-01,5870
1754,2024-03-01,3530
1755,2024-03-01,8400
1756,2024-03-01,6920
1757,2024-03-01,1100
1758,2024-03-01,2570
1759,2024-03-01,2865
1760,2024-03-01,10150
1761,2024-03-01,0
1762,2024-03-01,1100
1763,2024-03-01,0
1764,2024-03-01,0
1765,2024-03-01,1670
1766,2024-03-01,2600
1767,2024-03-01,0
1768,2024-03-01,0
1769,2024-03-01,0
1770,2024-03-01,0
1771,2024-03-01,0
1772,2024-03-01,0
1773,2024-03-01,0
1774,2024-03-01,0
1775,2024-03-01,0
1776,2024-03-01,0
1777,2024-03-01,0
1778,2024-03-01,0
1779,2024-03-01,0
1780,2024-03-01,17731
1781,2024-03-01,109
1782,2024-03-01,5800
1783,2024-03-01,10205
1784,2024-03-01,0
1785,2024-03-01,0
1786,2024-03-01,17857
1787,2024-03-01,75339
1788,2024-03-01,1100
1789,2024-03-01,789
1790,2024-03-01,17000
1791,2024-03-01,2500
1792,2024-03-01,0
1793,2024-03-01,599
1794,2024-03-01,0
1795,2024-03-01,43500
1796,2024-03-01,5600
1797,2024-03-01,1000
1798,2024-03-01,500
1799,2024-03-01,10387
1800,2024-03-01,0
1801,2024-03-01,0
1802,2024-03-01,0
1803,2024-03-01,0
1804,2024-03-01,0
1805,2024-03-01,0
1806,2024-03-01,0
1807,2024-03-01,0
1808,2024-03-01,0
1809,2024-03-01,0
1810,2024-03-01,0
1811,2024-03-01,0
1812,2024-03-01,0
1813,2024-03-01,0
1814,2024-03-01,0
1815,2024-03-01,0
1816,2024-03-01,0
1817,2024-03-01,0
1818,2024-03-01,0
1819,2024-03-01,700
1820,2024-03-01,9050
1821,2024-03-01,2200
1822,2024-03-01,0
1823,2024-03-01,14700
1824,2024-03-01,0
1825,2024-03-01,11000
1826,2024-03-01,28399
1827,2024-03-01,200
1828,2024-03-01,0
1829,2024-03-01,1100
1830,2024-03-01,39900
1831,2024-03-01,0
1832,2024-03-01,0
1833,2024-03-01,0
1834,2024-03-01,1000
1835,2024-03-01,0
1836,2024-03-01,0
1837,2024-03-01,0
1838,2024-03-01,0
1839,2024-03-01,0
1840,2024-03-01,0
1841,2024-03-01,0
1842,2024-03-01,0
1843,2024-03-01,0
1844,2024-03-01,0
1845,2024-03-01,0
1846,2024-03-01,0
1847,2024-03-01,0
1848,2024-03-01,0
1849,2024-03-01,0
1850,2024-03-01,0
1851,2024-03-01,0
1852,2024-03-01,0
1853,2024-03-01,0
1854,2024-03-01,0
1855,2024-03-01,0
1856,2024-03-01,0
1857,2024-03-01,0
1858,2024-03-01,0
1859,2024-03-01,0
1860,2024-03-01,0
1861,2024-03-01,0
1862,2024-03-01,0
1863,2024-03-01,0
1864,2024-03-01,0
1865,2024-03-01,0
1866,2024-03-01,0
1867,2024-03-01,0
1868,2024-03-01,0
1869,2024-03-01,0
1870,2024-03-01,0
1871,2024-03-01,0
1872,2024-03-01,0
1873,2024-03-01,0
1874,2024-03-01,0
1875,2024-03-01,0
1876,2024-03-01,0
1877,2024-03-01,0
1878,2024-03-01,0
1879,2024-03-01,0
1880,2024-03-01,0
1881,2024-03-01,0
1882,2024-03-01,0
1883,2024-03-01,0
1884,2024-03-01,0
1885,2024-03-01,0
1886,2024-03-01,0
1887,2024-03-01,0
1888,2024-03-01,0
1889,2024-03-01,0
1890,2024-03-01,0
1891,2024-03-01,0
1892,2024-03-01,0
1893,2024-03-01,0
1894,2024-03-01,0
1895,2024-03-01,0
1896,2024-03-01,0
1897,2024-03-01,0
1898,2024-03-01,0
1899,2024-03-01,0
1900,2024-03-01,0
1901,2024-03-01,0
1902,2024-03-01,0
1903,2024-03-01,0
1904,2024-03-01,0
1905,2024-03-01,0
1906,2024-03-01,0
1907,2024-03-01,0
1908,2024-03-01,0
1909,2024-03-01,0
1910,2024-03-01,0
1911,2024-04-01,0
1912,2024-04-01,800
1913,2024-04-01,13610
1914,2024-04-01,62750
1915,2024-04-01,6000
1916,2024-04-01,0
1917,2024-04-01,11600
1918,2024-04-01,13660
1919,2024-04-01,0
1920,2024-04-01,0
1921,2024-04-01,0
1922,2024-04-01,23200
1923,2024-04-01,45374
1924,2024-04-01,6000
1925,2024-04-01,2500
1926,2024-04-01,0
1927,2024-04-01,0
1928,2024-04-01,5660
1929,2024-04-01,13700
1930,2024-04-01,1000
1931,2024-04-01,4700
1932,2024-04-01,0
1933,2024-04-01,0
1934,2024-04-01,0
1935,2024-04-01,0
1936,2024-04-01,0
1937,2024-04-01,0
1938,2024-04-01,20901
1939,2024-04-01,3000
1940,2024-04-01,600
1941,2024-04-01,0
1942,2024-04-01,5500
1943,2024-04-01,1246
1944,2024-04-01,1850
1945,2024-04-01,7000
1946,2024-04-01,796
1947,2024-04-01,0
1948,2024-04-01,0
1949,2024-04-01,850
1950,2024-04-01,0
1951,2024-04-01,500
1952,2024-04-01,6017
1953,2024-04-01,1500
1954,2024-04-01,3100
1955,2024-04-01,3000
1956,2024-04-01,30000
1957,2024-04-01,4000
1958,2024-04-01,100
1959,2024-04-01,300
1960,2024-04-01,100
1961,2024-04-01,3300
1962,2024-04-01,0
1963,2024-04-01,0
1964,2024-04-01,0
1965,2024-04-01,0
1966,2024-04-01,6200
1967,2024-04-01,9540
1968,2024-04-01,0
1969,2024-04-01,4250
1970,2024-04-01,3700
1971,2024-04-01,419
1972,2024-04-01,200
1973,2024-04-01,0
1974,2024-04-01,500
1975,2024-04-01,13719
1976,2024-04-01,3550
1977,2024-04-01,2950
1978,2024-04-01,0
1979,2024-04-01,0
1980,2024-04-01,0
1981,2024-04-01,0
1982,2024-04-01,200
1983,2024-04-01,50
1984,2024-04-01,100
1985,2024-04-01,100
1986,2024-04-01,200
1987,2024-04-01,100
1988,2024-04-01,0
1989,2024-04-01,500
1990,2024-04-01,1500
1991,2024-04-01,0
1992,2024-04-01,7200
1993,2024-04-01,0
1994,2024-04-01,0
1995,2024-04-01,0
1996,2024-04-01,0
1997,2024-04-01,0
1998,2024-04-01,0
1999,2024-04-01,0
2000,2024-04-01,0
2001,2024-04-01,0
2002,2024-04-01,5500
2003,2024-04-01,0
2004,2024-04-01,2246
2005,2024-04-01,15172
2006,2024-04-01,7000
2007,2024-04-01,27100
2008,2024-04-01,38830
2009,2024-04-01,5000
2010,2024-04-01,12890
2011,2024-04-01,5704
2012,2024-04-01,31190
2013,2024-04-01,38900
2014,2024-04-01,23025
2015,2024-04-01,4557
2016,2024-04-01,13025
2017,2024-04-01,0
2018,2024-04-01,2500
2019,2024-04-01,0
2020,2024-04-01,4447
2021,2024-04-01,107.56
2022,2024-04-01,500
2023,2024-04-01,0
2024,2024-04-01,0
2025,2024-04-01,0
2026,2024-04-01,0
2027,2024-04-01,0
2028,2024-04-01,0
2029,2024-04-01,0
2030,2024-04-01,0
2031,2024-04-01,0
2032,2024-04-01,6000
2033,2024-04-01,47750
2034,2024-04-01,0
2035,2024-04-01,0
2036,2024-04-01,0
2037,2024-04-01,2025
2038,2024-04-01,0
2039,2024-04-01,25500
2040,2024-04-01,0
2041,2024-04-01,700
2042,2024-04-01,0
2043,2024-04-01,1800
2044,2024-04-01,0
2045,2024-04-01,0
2046,2024-04-01,33200
2047,2024-04-01,1000
2048,2024-04-01,2100
2049,2024-04-01,0
2050,2024-04-01,3000
2051,2024-04-01,1600
2052,2024-04-01,1449
2053,2024-04-01,0
2054,2024-04-01,0
2055,2024-04-01,0
2056,2024-04-01,0
2057,2024-04-01,0
2058,2024-04-01,0
2059,2024-04-01,0
2060,2024-04-01,0
2061,2024-04-01,0
2062,2024-04-01,0
2063,2024-04-01,0
2064,2024-04-01,75
2065,2024-04-01,0
2066,2024-04-01,0
2067,2024-04-01,1800
2068,2024-04-01,0
2069,2024-04-01,3000
2070,2024-04-01,1478
2071,2024-04-01,0
2072,2024-04-01,26210
2073,2024-04-01,0
2074,2024-04-01,1700
2075,2024-04-01,0
2076,2024-04-01,0
2077,2024-04-01,0
2078,2024-04-01,11500
2079,2024-04-01,0
2080,2024-04-01,550
2081,2024-04-01,7146
2082,2024-04-01,35
2083,2024-04-01,0
2084,2024-04-01,6300
2085,2024-04-01,47800
2086,2024-04-01,0
2087,2024-04-01,500
2088,2024-04-01,11100
2089,2024-04-01,0
2090,2024-04-01,0
2091,2024-04-01,0
2092,2024-04-01,0
2093,2024-04-01,0
2094,2024-04-01,0
2095,2024-04-01,0
2096,2024-04-01,0
2097,2024-04-01,0
2098,2024-04-01,0
2099,2024-04-01,0
2100,2024-04-01,20255
2101,2024-04-01,1500
2102,2024-04-01,1500
2103,2024-04-01,46040
2104,2024-04-01,4799
2105,2024-04-01,11100
2106,2024-04-01,0
2107,2024-04-01,200
2108,2024-04-01,165
2109,2024-04-01,5500
2110,2024-04-01,0
2111,2024-04-01,406
2112,2024-04-01,1912
2113,2024-04-01,0
2114,2024-04-01,0
2115,2024-04-01,6900
2116,2024-04-01,3000
2117,2024-04-01,2000
2118,2024-04-01,9984
2119,2024-04-01,5000
2120,2024-04-01,17833
2121,2024-04-01,600
2122,2024-04-01,2500
2123,2024-04-01,0
2124,2024-04-01,3300
2125,2024-04-01,0
2126,2024-04-01,0
2127,2024-04-01,0
2128,2024-04-01,3700
2129,2024-04-01,20640
2130,2024-04-01,21800
2131,2024-04-01,0
2132,2024-04-01,190
2133,2024-04-01,1712
2134,2024-04-01,4000
2135,2024-04-01,0
2136,2024-04-01,16000
2137,2024-04-01,200
2138,2024-04-01,270
2139,2024-04-01,11800
2140,2024-04-01,4500
2141,2024-04-01,600
2142,2024-04-01,0
2143,2024-04-01,1090
2144,2024-04-01,1770
2145,2024-04-01,0
2146,2024-04-01,2900
2147,2024-04-01,0
2148,2024-04-01,12000
2149,2024-04-01,0
2150,2024-04-01,0
2151,2024-04-01,0
2152,2024-04-01,0
2153,2024-04-01,0
2154,2024-04-01,0
2155,2024-04-01,0
2156,2024-04-01,0
2157,2024-04-01,0
2158,2024-04-01,0
2159,2024-04-01,12700
2160,2024-04-01,3340
2161,2024-04-01,0
2162,2024-04-01,1750
2163,2024-04-01,1000
2164,2024-04-01,14300
2165,2024-04-01,1100
2166,2024-04-01,0
2167,2024-04-01,0
2168,2024-04-01,0
2169,2024-04-01,0
2170,2024-04-01,1500
2171,2024-04-01,0
2172,2024-04-01,0
2173,2024-04-01,140
2174,2024-04-01,4200
2175,2024-04-01,500
2176,2024-04-01,3047
2177,2024-04-01,0
2178,2024-04-01,1000
2179,2024-04-01,0
2180,2024-04-01,0
2181,2024-04-01,0
2182,2024-04-01,0
2183,2024-04-01,0
2184,2024-04-01,0
2185,2024-04-01,0
2186,2024-04-01,0
2187,2024-04-01,0
2188,2024-04-01,0
2189,2024-04-01,0
2190,2024-04-01,0
2191,2024-04-01,3214
2192,2024-04-01,0
2193,2024-04-01,0
2194,2024-04-01,0
2195,2024-04-01,0
2196,2024-04-01,0
2197,2024-04-01,0
2198,2024-04-01,0
2199,2024-04-01,0
2200,2024-04-01,0
2201,2024-04-01,15900
2202,2024-04-01,7700
2203,2024-04-01,0
2204,2024-04-01,0
2205,2024-04-01,0
2206,2024-04-01,650
2207,2024-04-01,20700
2208,2024-04-01,0
2209,2024-04-01,0
2210,2024-04-01,0
2211,2024-04-01,0
2212,2024-04-01,0
2213,2024-04-01,0
2214,2024-04-01,0
2215,2024-04-01,0
2216,2024-04-01,0
2217,2024-04-01,0
2218,2024-04-01,0
2219,2024-04-01,0
2220,2024-04-01,6540
2221,2024-04-01,0
2222,2024-04-01,2020
2223,2024-04-01,0
2224,2024-04-01,0
2225,2024-04-01,0
2226,2024-04-01,0
2227,2024-04-01,0
2228,2024-04-01,12757
2229,2024-04-01,550
2230,2024-04-01,0
2231,2024-04-01,0
2232,2024-04-01,0
2233,2024-04-01,13169
2234,2024-04-01,0
2235,2024-04-01,1100
2236,2024-04-01,1800
2237,2024-04-01,0
2238,2024-04-01,5194
2239,2024-04-01,7650
2240,2024-04-01,2200
2241,2024-04-01,0
2242,2024-04-01,0
2243,2024-04-01,0
2244,2024-04-01,0
2245,2024-04-01,0
2246,2024-04-01,0
2247,2024-04-01,0
2248,2024-04-01,6590
2249,2024-04-01,6600
2250,2024-04-01,0
2251,2024-04-01,0
2252,2024-04-01,0
2253,2024-04-01,0
2254,2024-04-01,2400
2255,2024-04-01,6821
2256,2024-04-01,11000
2257,2024-04-01,0
2258,2024-04-01,4722
2259,2024-04-01,0
2260,2024-04-01,10700
2261,2024-04-01,1300
2262,2024-04-01,0
2263,2024-04-01,5000
2264,2024-04-01,0
2265,2024-04-01,0
2266,2024-04-01,0
2267,2024-04-01,0
2268,2024-04-01,5200
2269,2024-04-01,0
2270,2024-04-01,0
2271,2024-04-01,0
2272,2024-04-01,0
2273,2024-04-01,0
2274,2024-04-01,0
2275,2024-04-01,0
2276,2024-04-01,0
2277,2024-04-01,0
2278,2024-04-01,0
2279,2024-04-01,0
2280,2024-04-01,0
2281,2024-04-01,0
2282,2024-04-01,0
2283,2024-04-01,30200
2284,2024-04-01,0
2285,2024-04-01,69649
2286,2024-04-01,0
2287,2024-04-01,2100
2288,2024-04-01,10000
2289,2024-04-01,0
2290,2024-04-01,525
2291,2024-04-01,160
2292,2024-04-01,0
2293,2024-04-01,1450
2294,2024-04-01,3900
2295,2024-04-01,14771
2296,2024-04-01,78300
2297,2024-04-01,300
2298,2024-04-01,750
2299,2024-04-01,100
2300,2024-04-01,0
2301,2024-04-01,990
2302,2024-04-01,0
2303,2024-04-01,5264
2304,2024-04-01,100
2305,2024-04-01,0
2306,2024-04-01,0
2307,2024-04-01,0
2308,2024-04-01,0
2309,2024-04-01,0
2310,2024-04-01,0
2311,2024-04-01,0
2312,2024-04-01,0
2313,2024-04-01,0
2314,2024-04-01,0
2315,2024-04-01,0
2316,2024-04-01,0
2317,2024-04-01,2100
2318,2024-04-01,500
2319,2024-04-01,0
2320,2024-04-01,13000
2321,2024-04-01,7800
2322,2024-04-01,1000
2323,2024-04-01,0
2324,2024-04-01,0
2325,2024-04-01,1050
2326,2024-04-01,203600
2327,2024-04-01,2800
2328,2024-04-01,0
2329,2024-04-01,10100
2330,2024-04-01,1200
2331,2024-04-01,0
2332,2024-04-01,0
2333,2024-04-01,1000
2334,2024-04-01,2000
2335,2024-04-01,9200
2336,2024-04-01,11600
2337,2024-04-01,0
2338,2024-04-01,0
2339,2024-04-01,7218
2340,2024-04-01,0
2341,2024-04-01,0
2342,2024-04-01,0
2343,2024-04-01,0
